YMCC,fuelups,kml
2012 BMW R1200GS,Added Oct 2012 &bull; 11 fuel-ups Property of joonbug . 5.8Avg L/100km.,5.8
2012 BMW R1200GS,Added Aug 2012 &bull; 9 fuel-ups Property of mamm . 6.6Avg L/100km.,6.6
2012 BMW R1200GS,Added Jan 2013 &bull; 3 fuel-ups Property of hmilitao . 6.9Avg L/100km.,6.9
2012 BMW R1200GS,Added May 2012 &bull; 40 fuel-ups Property of koliverson . 5.1Avg L/100km.,5.1
2012 BMW R1200GS,Added Nov 2012 &bull; 16 fuel-ups Property of DavidL . 6.5Avg L/100km.,6.5
2012 BMW R1200GS,Added Sep 2012 &bull; 14 fuel-ups Property of wellsy . 5.9Avg L/100km.,5.9
2012 BMW R1200GS,Added Jul 2012 &bull; 11 fuel-ups Property of Boosted . 5.6Avg L/100km.,5.6
2011 BMW R1200GS,Added Feb 2012 &bull; 25 fuel-ups Property of MrCuddles . 6.0Avg L/100km.,6
2011 BMW R1200GS,Added Jan 2013 &bull; 58 fuel-ups Property of BMW1200GS . 6.0Avg L/100km.,6
2011 BMW R1200GS,Added Mar 2012 &bull; 21 fuel-ups Property of Pietie . 6.7Avg L/100km.,6.7
2011 BMW R1200GS,Added Oct 2011 &bull; 9 fuel-ups Property of pmcandrew . 5.7Avg L/100km.,5.7
2011 BMW R1200GS,Added Jun 2011 &bull; 40 fuel-ups Property of KM5BH . 5.4Avg L/100km.,5.4
2011 BMW R1200GS,Added Mar 2011 &bull; 20 fuel-ups Property of pieman . 6.0Avg L/100km.,6
2011 BMW R1200GS,Added Nov 2011 &bull; 27 fuel-ups Property of flatdarkgs . 4.9Avg L/100km.,4.9
2011 BMW R1200GS,Added Sep 2011 &bull; 37 fuel-ups Property of ChopperRockerC . 5.8Avg L/100km.,5.8
2011 BMW R1200GS,Added Jan 2012 Property of Captainwow . N/AAvg L/100km.,N/A
2011 BMW R1200GS,Added Feb 2012 Property of SergioH . N/AAvg L/100km.,N/A
2010 BMW R1200GS,Added Apr 2010 &bull; 81 fuel-ups Property of Ritz. 6.4Avg L/100km.,6.4
2010 BMW R1200GS,Added Apr 2012 &bull; 9 fuel-ups Property of DanielB . 5.9Avg L/100km.,5.9
2010 BMW R1200GS,Added Jun 2011 &bull; 5 fuel-ups Property of seggy68 . 4.3Avg L/100km.,4.3
2010 BMW R1200GS,Added Dec 2010 &bull; 10 fuel-ups Property of TCS . 6.0Avg L/100km.,6
2010 BMW R1200GS,Added Mar 2013 &bull; 2 fuel-ups Property of VeloTom . 5.4Avg L/100km.,5.4
2010 BMW R1200GS,Added Jan 2013 &bull; 3 fuel-ups Property of rickstiger . 5.5Avg L/100km.,5.5
2010 BMW R1200GS,Added May 2011 &bull; 17 fuel-ups Property of RS4tunate . 5.3Avg L/100km.,5.3
2010 BMW R1200GS,Added Nov 2012 Property of Creofan . N/AAvg L/100km.,N/A
2010 BMW R1200GS,Added Apr 2012 Property of Henk . N/AAvg L/100km.,N/A
2010 BMW R1200GS,Added Jul 2012 Property of Gouky7 . N/AAvg L/100km.,N/A
2010 BMW R1200GS,Added Feb 2013 Property of Tsifly . N/AAvg L/100km.,N/A
2009 BMW R1200GS,Added Jun 2012 &bull; 41 fuel-ups Property of stevets32 . 5.6Avg L/100km.,5.6
2009 BMW R1200GS,Added Mar 2010 &bull; 92 fuel-ups Property of kiscl . 6.0Avg L/100km.,6
2009 BMW R1200GS,Added Dec 2012 &bull; 7 fuel-ups Property of Aviatortroy . 5.6Avg L/100km.,5.6
2009 BMW R1200GS,Added Jun 2012 &bull; 14 fuel-ups Property of dstutz . 5.2Avg L/100km.,5.2
2009 BMW R1200GS,Added Jun 2012 &bull; 4 fuel-ups Property of ruimanuel . 5.8Avg L/100km.,5.8
2009 BMW R1200GS,Added Aug 2011 &bull; 56 fuel-ups Property of Acuerdo . 5.8Avg L/100km.,5.8
2009 BMW R1200GS,Added Jan 2011 &bull; 1 fuel-up Property of Roanokee . 5.0Avg L/100km.,5
2009 BMW R1200GS,Added Mar 2011 &bull; 2 fuel-ups Property of KiloBravo . 5.0Avg L/100km.,5
2009 BMW R1200GS,Added Dec 2009 Property of myrwon. N/AAvg L/100km.,N/A
2009 BMW R1200GS,Added Sep 2009 Property of BritishBeef. N/AAvg L/100km.,N/A
2009 BMW R1200GS,Added Jan 2011 Property of anto1150 . N/AAvg L/100km.,N/A
2009 BMW R1200GS,Added Sep 2010 Property of yurimcconell . N/AAvg L/100km.,N/A
2009 BMW R1200GS,Added May 2011 Property of BBD . N/AAvg L/100km.,N/A
2008 BMW R1200GS,Added Jan 2012 &bull; 17 fuel-ups Property of roarman . 5.5Avg L/100km.,5.5
2008 BMW R1200GS,Added May 2012 &bull; 23 fuel-ups Property of FrankyNuts . 4.9Avg L/100km.,4.9
2008 BMW R1200GS,Added Nov 2009 &bull; 219 fuel-ups Property of Pcfly . 5.7Avg L/100km.,5.7
2008 BMW R1200GS,Added May 2010 &bull; 65 fuel-ups Property of LeFlunch . 6.3Avg L/100km.,6.3
2008 BMW R1200GS,Added Oct 2011 &bull; 6 fuel-ups Property of Northvan . 6.0Avg L/100km.,6
2008 BMW R1200GS,Added Sep 2012 Property of silversurfer . N/AAvg L/100km.,N/A
2008 BMW R1200GS,Added Aug 2012 &bull; 1 fuel-up Property of ecguy . N/AAvg L/100km.,N/A
2008 BMW R1200GS,Added Apr 2010 &bull; 170 fuel-ups Property of wegger . 5.4Avg L/100km.,5.4
2008 BMW R1200GS,Added Dec 2012 &bull; 70 fuel-ups Property of WilliePr . 5.5Avg L/100km.,5.5
2008 BMW R1200GS,Added Feb 2012 &bull; 1 fuel-up Property of Stimpytim . 6.5Avg L/100km.,6.5
2008 BMW R1200GS,Added Mar 2013 Property of Fit13 . N/AAvg L/100km.,N/A
2008 BMW R1200GS,Added Dec 2008 Property of tonyaosterman. N/AAvg L/100km.,N/A
2008 BMW R1200GS,Added Dec 2011 Property of Aprilian . N/AAvg L/100km.,N/A
2007 BMW R1200GS,Added Dec 2010 &bull; 139 fuel-ups Property of gt1 . 5.9Avg L/100km.,5.9
2007 BMW R1200GS,Added Jan 2011 &bull; 50 fuel-ups Property of EdNelson . 5.4Avg L/100km.,5.4
2007 BMW R1200GS,Added Jun 2012 &bull; 23 fuel-ups Property of OddDog . 5.8Avg L/100km.,5.8
2007 BMW R1200GS,Added Mar 2013 &bull; 1 fuel-up Property of sk1d00 . N/AAvg L/100km.,N/A
2007 BMW R1200GS,Added Jun 2011 &bull; 74 fuel-ups Property of wstevens . 6.0Avg L/100km.,6
2007 BMW R1200GS,Added Aug 2012 &bull; 35 fuel-ups Property of UrsusArctos . 5.5Avg L/100km.,5.5
2007 BMW R1200GS,Added Apr 2011 &bull; 16 fuel-ups Property of Milton427 . 6.5Avg L/100km.,6.5
2007 BMW R1200GS,Added Nov 2010 &bull; 1 fuel-up Property of theofiloskatsipanos . 7.5Avg L/100km.,7.5
2007 BMW R1200GS,Added Aug 2008 &bull; 27 fuel-ups Property of dsuzuki . 6.4Avg L/100km.,6.4
2007 BMW R1200GS,Added Apr 2011 Property of jvdlinde . N/AAvg L/100km.,N/A
2007 BMW R1200GS,Added Jun 2009 Property of athens71. N/AAvg L/100km.,N/A
2007 BMW R1200GS,Added Apr 2013 &bull; 2 fuel-ups Property of msh06f . 6.4Avg L/100km.,6.4
2007 BMW R1200GS,Added Jul 2011 &bull; 39 fuel-ups Property of AaronJust . 5.5Avg L/100km.,5.5
2007 BMW R1200GS,Added Feb 2012 &bull; 21 fuel-ups Property of Sn3rt . 5.5Avg L/100km.,5.5
2007 BMW R1200GS,Added Jun 2011 &bull; 28 fuel-ups Property of buffalojump . 5.2Avg L/100km.,5.2
2007 BMW R1200GS,Added Aug 2009 &bull; 120 fuel-ups Property of karlmarsh. 6.1Avg L/100km.,6.1
2007 BMW R1200GS,Added Apr 2011 &bull; 16 fuel-ups Property of TighCrover . 5.9Avg L/100km.,5.9
2007 BMW R1200GS,Added Nov 2011 &bull; 2 fuel-ups Property of dirkscholtz . 8.0Avg L/100km.,8
2007 BMW R1200GS,Added Aug 2008 &bull; 77 fuel-ups Property of subagon. 6.1Avg L/100km.,6.1
2006 BMW R1200GS,Added Mar 2012 &bull; 40 fuel-ups Property of motorcyclist . 5.2Avg L/100km.,5.2
2006 BMW R1200GS,Added Jun 2012 &bull; 35 fuel-ups Property of ThinusJvRensburg . 4.8Avg L/100km.,4.8
2006 BMW R1200GS,Added Mar 2013 &bull; 2 fuel-ups Property of niroz . 7.2Avg L/100km.,7.2
2006 BMW R1200GS,Added Feb 2013 &bull; 2 fuel-ups Property of heksteen . 5.1Avg L/100km.,5.1
2006 BMW R1200GS,Added Jan 2012 &bull; 9 fuel-ups Property of MikeBetz . 4.2Avg L/100km.,4.2
2006 BMW R1200GS,Added Mar 2012 &bull; 1 fuel-up Property of Denver80237 . 4.7Avg L/100km.,4.7
2006 BMW R1200GS,Added May 2010 &bull; 15 fuel-ups Property of peanut . 5.4Avg L/100km.,5.4
2006 BMW R1200GS,Added Jun 2010 &bull; 3 fuel-ups Property of Frump . 6.4Avg L/100km.,6.4
2006 BMW R1200GS,Added Mar 2013 Property of gato . N/AAvg L/100km.,N/A
2006 BMW R1200GS,Added May 2011 Property of uncle . N/AAvg L/100km.,N/A
2006 BMW R1200GS,Added Mar 2013 Property of llsetter13 . 12.4Avg L/100km.,12.4
2006 BMW R1200GS,Added Mar 2011 Property of yaartbrak . N/AAvg L/100km.,N/A
2005 BMW R1200GS,Added Jan 2013 &bull; 10 fuel-ups Property of AntVan . 5.2Avg L/100km.,5.2
2005 BMW R1200GS,Added Mar 2013 &bull; 3 fuel-ups Property of teamdunk . 5.0Avg L/100km.,5
2005 BMW R1200GS,Added Jun 2012 &bull; 6 fuel-ups Property of boxerfan . 4.7Avg L/100km.,4.7
2005 BMW R1200GS,Added Sep 2010 &bull; 129 fuel-ups Property of AntVan . 5.5Avg L/100km.,5.5
2005 BMW R1200GS,Added Aug 2011 &bull; 56 fuel-ups Property of pastou . 6.0Avg L/100km.,6
2005 BMW R1200GS,Added Jun 2009 &bull; 3 fuel-ups Property of Overmind. 5.7Avg L/100km.,5.7
2005 BMW R1200GS,Added May 2011 Property of shagnasty5601 . N/AAvg L/100km.,N/A
2005 BMW R1200GS,Added May 2011 &bull; 18 fuel-ups Property of Nelson955 . 5.6Avg L/100km.,5.6
2005 BMW R1200GS,Added May 2012 &bull; 1 fuel-up Property of GelandeStrasse . 6.2Avg L/100km.,6.2
2005 BMW R1200GS,Added Mar 2012 &bull; 37 fuel-ups Property of Charleetho . 5.5Avg L/100km.,5.5
2005 BMW R1200GS,Added Feb 2011 &bull; 108 fuel-ups Property of gastone . 6.1Avg L/100km.,6.1
2005 BMW R1200GS,Added Mar 2011 &bull; 65 fuel-ups Property of doctorit . 5.3Avg L/100km.,5.3
2005 BMW R1200GS,Added Aug 2009 &bull; 20 fuel-ups Property of Trooz. 5.6Avg L/100km.,5.6
2005 BMW R1200GS,Added Dec 2011 Property of chaf . N/AAvg L/100km.,N/A
2005 BMW R1200GS,Added Jun 2012 Property of jknoesen . N/AAvg L/100km.,N/A
2005 BMW R1200GS,Added Jun 2012 Property of paustin14580 . N/AAvg L/100km.,N/A
2005 BMW R1200GS,Added Apr 2011 Property of Stuckinmud . N/AAvg L/100km.,N/A
2004 BMW R1200GS,Added Jul 2012 &bull; 3 fuel-ups Property of Gulemetov . 5.5Avg L/100km.,5.5
2004 BMW R1200GS,Added Jan 2013 &bull; 4 fuel-ups Property of snowr0 . 5.9Avg L/100km.,5.9
1995 BMW R1200GS,Added Jun 2010 Property of boulderbobo . N/AAvg L/100km.,N/A
2013 BMW R1200GSA,Added Apr 2013 &bull; 31 fuel-ups Property of HardTxRider . 6.5Avg L/100km.,6.5
2013 BMW R1200GSA,Added Mar 2013 &bull; 1 fuel-up Property of jimbeauxk . 8.2Avg L/100km.,8.2
2013 BMW R1200GSA,Added Jan 2013 &bull; 6 fuel-ups Property of MariusDuP . 7.3Avg L/100km.,7.3
2012 BMW R1200GSA,Added Oct 2012 &bull; 17 fuel-ups Property of pastou . 6.6Avg L/100km.,6.6
2012 BMW R1200GSA,Added Aug 2012 &bull; 17 fuel-ups Property of Cois . 6.5Avg L/100km.,6.5
2012 BMW R1200GSA,Added Dec 2011 &bull; 25 fuel-ups Property of nielsm . 5.8Avg L/100km.,5.8
2012 BMW R1200GSA,Added Sep 2012 &bull; 17 fuel-ups Property of Cottonpatch . 6.2Avg L/100km.,6.2
2012 BMW R1200GSA,Added Mar 2013 &bull; 2 fuel-ups Property of Nelson955 . 6.1Avg L/100km.,6.1
2012 BMW R1200GSA,Added Aug 2012 &bull; 60 fuel-ups Property of sbpeugh . 5.9Avg L/100km.,5.9
2011 BMW R1200GSA,Added Apr 2012 &bull; 14 fuel-ups Property of craigmac57 . 6.9Avg L/100km.,6.9
2011 BMW R1200GSA,Added Feb 2012 &bull; 7 fuel-ups Property of Roymondo . 7.0Avg L/100km.,7
2011 BMW R1200GSA,Added Dec 2011 &bull; 104 fuel-ups Property of tonys . 6.0Avg L/100km.,6
2011 BMW R1200GSA,Added Oct 2011 &bull; 19 fuel-ups Property of TrpprJhn . 5.6Avg L/100km.,5.6
2011 BMW R1200GSA,Added Aug 2012 &bull; 8 fuel-ups Property of Hodor73 . 5.3Avg L/100km.,5.3
2011 BMW R1200GSA,Added Jan 2012 &bull; 27 fuel-ups Property of chesuk . 6.5Avg L/100km.,6.5
2011 BMW R1200GSA,Added May 2011 &bull; 31 fuel-ups Property of fudgypup . 5.8Avg L/100km.,5.8
2011 BMW R1200GSA,Added Aug 2012 Property of JohanB . N/AAvg L/100km.,N/A
2011 BMW R1200GSA,Added Oct 2011 Property of siouxsiecat . N/AAvg L/100km.,N/A
2011 BMW R1200GSA,Added May 2012 &bull; 36 fuel-ups Property of aproape . 6.0Avg L/100km.,6
2011 BMW R1200GSA,Added Jan 2012 &bull; 11 fuel-ups Property of Daanvis . 6.6Avg L/100km.,6.6
2011 BMW R1200GSA,Added Aug 2011 &bull; 17 fuel-ups Property of GreatDanes . 5.8Avg L/100km.,5.8
2011 BMW R1200GSA,Added Jan 2012 Property of Gerhardstru . N/AAvg L/100km.,N/A
2011 BMW R1200GSA,Added Nov 2011 Property of lahyene . N/AAvg L/100km.,N/A
2011 BMW R1200GSA,Added Dec 2011 Property of Harald . N/AAvg L/100km.,N/A
2010 BMW R1200GSA,Added Aug 2012 &bull; 11 fuel-ups Property of hubonst . 5.2Avg L/100km.,5.2
2010 BMW R1200GSA,Added Oct 2011 &bull; 32 fuel-ups Property of Steen . 5.7Avg L/100km.,5.7
2010 BMW R1200GSA,Added May 2011 &bull; 19 fuel-ups Property of simonch . 6.4Avg L/100km.,6.4
2010 BMW R1200GSA,Added Jun 2011 Property of ThysBasson . N/AAvg L/100km.,N/A
2010 BMW R1200GSA,Added Apr 2012 &bull; 30 fuel-ups Property of Raider200 . 5.5Avg L/100km.,5.5
2010 BMW R1200GSA,Added Dec 2012 &bull; 4 fuel-ups Property of Gerrit13 . 6.7Avg L/100km.,6.7
2010 BMW R1200GSA,Added Oct 2011 &bull; 23 fuel-ups Property of aproape . 6.6Avg L/100km.,6.6
2010 BMW R1200GSA,Added Aug 2012 Property of sloppycowtits . N/AAvg L/100km.,N/A
2010 BMW R1200GSA,Added Jun 2011 Property of Tintin . N/AAvg L/100km.,N/A
2010 BMW R1200GSA,Added Apr 2012 Property of jfcengxbl . N/AAvg L/100km.,N/A
2010 BMW R1200GSA,Added Jan 2012 Property of russ90 . N/AAvg L/100km.,N/A
2010 BMW R1200GSA,Added May 2012 Property of Refplusten . N/AAvg L/100km.,N/A
2009 BMW R1200GSA,Added Mar 2013 &bull; 3 fuel-ups Property of PWagon . 5.6Avg L/100km.,5.6
2009 BMW R1200GSA,Added Oct 2011 &bull; 32 fuel-ups Property of markdixon . 5.8Avg L/100km.,5.8
2009 BMW R1200GSA,Added Oct 2012 &bull; 2 fuel-ups Property of GoingTouring . 5.9Avg L/100km.,5.9
2009 BMW R1200GSA,Added Dec 2012 Property of a1atcs . N/AAvg L/100km.,N/A
2009 BMW R1200GSA,Added Apr 2012 Property of Tez65 . N/AAvg L/100km.,N/A
2009 BMW R1200GSA,Added Oct 2011 Property of alwyngs . N/AAvg L/100km.,N/A
2008 BMW R1200GSA,Added Apr 2010 &bull; 27 fuel-ups Property of Litre . 5.7Avg L/100km.,5.7
2008 BMW R1200GSA,Added May 2012 &bull; 5 fuel-ups Property of BryanOC6 . 4.8Avg L/100km.,4.8
2008 BMW R1200GSA,Added Jan 2011 &bull; 25 fuel-ups Property of FNM . 7.2Avg L/100km.,7.2
2008 BMW R1200GSA,Added Apr 2011 &bull; 16 fuel-ups Property of Incognito . 6.0Avg L/100km.,6
2008 BMW R1200GSA,Added Dec 2011 Property of Abelrider . N/AAvg L/100km.,N/A
2008 BMW R1200GSA,Added Jul 2012 &bull; 15 fuel-ups Property of pheidingsfelder . 5.7Avg L/100km.,5.7
2008 BMW R1200GSA,Added Mar 2013 &bull; 3 fuel-ups Property of sn03dog . 18.1Avg L/100km.,18.1
2008 BMW R1200GSA,Added May 2012 &bull; 7 fuel-ups Property of Biza . 6.5Avg L/100km.,6.5
2008 BMW R1200GSA,Added Apr 2012 &bull; 8 fuel-ups Property of DDTRider . 7.0Avg L/100km.,7
2008 BMW R1200GSA,Added Mar 2013 Property of ronepaulsen . N/AAvg L/100km.,N/A
2008 BMW R1200GSA,Added May 2012 Property of roanmurray . N/AAvg L/100km.,N/A
2007 BMW R1200GSA,Added Apr 2013 &bull; 1 fuel-up Property of wicelt . N/AAvg L/100km.,N/A
2007 BMW R1200GSA,Added Mar 2012 &bull; 29 fuel-ups Property of Ausfahrt . 5.7Avg L/100km.,5.7
2007 BMW R1200GSA,Added Sep 2012 &bull; 7 fuel-ups Property of ghosty . 6.9Avg L/100km.,6.9
2007 BMW R1200GSA,Added Aug 2011 &bull; 22 fuel-ups Property of PeteD . 5.3Avg L/100km.,5.3
2007 BMW R1200GSA,Added May 2012 &bull; 4 fuel-ups Property of statking . 7.5Avg L/100km.,7.5
2007 BMW R1200GSA,Added Sep 2011 &bull; 5 fuel-ups Property of Stry7907 . 6.2Avg L/100km.,6.2
2007 BMW R1200GSA,Added Nov 2012 Property of btdale . N/AAvg L/100km.,N/A
2007 BMW R1200GSA,Added May 2012 Property of Spoonog . N/AAvg L/100km.,N/A
2007 BMW R1200GSA,Added Oct 2012 Property of Dave78 . N/AAvg L/100km.,N/A
2006 BMW R1200GSA,Added Mar 2013 &bull; 3 fuel-ups Property of l3ok . 5.7Avg L/100km.,5.7
2006 BMW R1200GSA,Added Sep 2012 &bull; 9 fuel-ups Property of noxid . 7.1Avg L/100km.,7.1
2006 BMW R1200GSA,Added Aug 2012 Property of TomDac . N/AAvg L/100km.,N/A
2006 BMW R1200GSA,Added Mar 2013 &bull; 2 fuel-ups Property of ronepaulsen . 6.1Avg L/100km.,6.1
2006 BMW R1200GSA,Added Sep 2012 &bull; 4 fuel-ups Property of aferro . 5.8Avg L/100km.,5.8
2006 BMW R1200GSA,Added Jul 2012 &bull; 1 fuel-up Property of rrandombloke . 5.9Avg L/100km.,5.9
2006 BMW R1200GSA,Added Aug 2012 Property of Kemosabe . N/AAvg L/100km.,N/A
2006 BMW R1200GSA,Added May 2011 Property of tommygun75 . N/AAvg L/100km.,N/A
2012 BMW R1200R,Added Feb 2013 &bull; 19 fuel-ups Property of djfission . 5.7Avg L/100km.,5.7
2012 BMW R1200R,Added Apr 2012 &bull; 22 fuel-ups Property of Macmanaman . 5.5Avg L/100km.,5.5
2011 BMW R1200R,Added Apr 2011 &bull; 68 fuel-ups Property of Rogrrr . 5.3Avg L/100km.,5.3
2011 BMW R1200R,Added Feb 2012 &bull; 7 fuel-ups Property of fjm . 5.6Avg L/100km.,5.6
2010 BMW R1200R,Added Feb 2012 &bull; 1 fuel-up Property of ciclistapazzo . 4.8Avg L/100km.,4.8
2010 BMW R1200R,Added Jan 2013 Property of Chop96 . N/AAvg L/100km.,N/A
2010 BMW R1200R,Added Oct 2012 &bull; 32 fuel-ups Property of FITITO . 4.4Avg L/100km.,4.4
2009 BMW R1200R,Added Nov 2012 &bull; 17 fuel-ups Property of k75s . 5.2Avg L/100km.,5.2
2009 BMW R1200R,Added Sep 2012 &bull; 12 fuel-ups Property of xeriminox . 5.5Avg L/100km.,5.5
2009 BMW R1200R,Added Oct 2011 &bull; 103 fuel-ups Property of Websterize . 5.7Avg L/100km.,5.7
2009 BMW R1200R,Added Sep 2012 &bull; 1 fuel-up Property of ahalexander . N/AAvg L/100km.,N/A
2008 BMW R1200R,Added Nov 2011 &bull; 132 fuel-ups Property of spoonyfork . 5.2Avg L/100km.,5.2
2008 BMW R1200R,Added Aug 2010 Property of Kermit . N/AAvg L/100km.,N/A
2007 BMW R1200R,Added Jun 2011 &bull; 51 fuel-ups Property of nielsm . 5.3Avg L/100km.,5.3
2007 BMW R1200R,Added Jun 2012 &bull; 37 fuel-ups Property of mfm . 4.5Avg L/100km.,4.5
2007 BMW R1200R,Added Jun 2012 &bull; 9 fuel-ups Property of Blueboy . 4.9Avg L/100km.,4.9
2007 BMW R1200R,Added Mar 2011 &bull; 2 fuel-ups Property of cardingtr . 7.5Avg L/100km.,7.5
2007 BMW R1200R,Added Jun 2012 Property of Shiryu . N/AAvg L/100km.,N/A
2013 BMW R1200RT,Added Jan 2013 &bull; 2 fuel-ups Property of 1962Marcus . 6.1Avg L/100km.,6.1
2013 BMW R1200RT,Added Mar 2013 &bull; 1 fuel-up Property of lamalas . 5.2Avg L/100km.,5.2
2013 BMW R1200RT,Added Oct 2012 &bull; 40 fuel-ups Property of heckoch . 6.3Avg L/100km.,6.3
2012 BMW R1200RT,Added Oct 2011 &bull; 131 fuel-ups Property of tomschmitz . 5.6Avg L/100km.,5.6
2012 BMW R1200RT,Added Feb 2012 &bull; 43 fuel-ups Property of vintagebob . 5.0Avg L/100km.,5
2012 BMW R1200RT,Added Jun 2012 &bull; 8 fuel-ups Property of Dobest . 5.3Avg L/100km.,5.3
2012 BMW R1200RT,Added Apr 2013 Property of oldspice . N/AAvg L/100km.,N/A
2012 BMW R1200RT,Added Jul 2012 &bull; 11 fuel-ups Property of rancid . 5.6Avg L/100km.,5.6
2012 BMW R1200RT,Added Apr 2013 &bull; 2 fuel-ups Property of peterpage . 6.5Avg L/100km.,6.5
2012 BMW R1200RT,Added Feb 2013 &bull; 1 fuel-up Property of alandelph . 5.7Avg L/100km.,5.7
2012 BMW R1200RT,Added Feb 2013 Property of BugDr . N/AAvg L/100km.,N/A
2011 BMW R1200RT,Added Feb 2011 &bull; 104 fuel-ups Property of verybari . 5.5Avg L/100km.,5.5
2011 BMW R1200RT,Added Dec 2011 &bull; 38 fuel-ups Property of tilly . 5.5Avg L/100km.,5.5
2011 BMW R1200RT,Added Sep 2011 &bull; 316 fuel-ups Property of wooter . 6.6Avg L/100km.,6.6
2011 BMW R1200RT,Added Jun 2011 &bull; 26 fuel-ups Property of DoctorJ . 5.2Avg L/100km.,5.2
2011 BMW R1200RT,Added Dec 2011 &bull; 46 fuel-ups Property of gromit . 5.7Avg L/100km.,5.7
2011 BMW R1200RT,Added Mar 2012 Property of ch47dmechanic . N/AAvg L/100km.,N/A
2011 BMW R1200RT,Added Mar 2013 &bull; 5 fuel-ups Property of gsympg . 6.6Avg L/100km.,6.6
2011 BMW R1200RT,Added Aug 2012 &bull; 4 fuel-ups Property of lenhador . 6.9Avg L/100km.,6.9
2011 BMW R1200RT,Added Dec 2012 &bull; 21 fuel-ups Property of RichardL . 5.8Avg L/100km.,5.8
2011 BMW R1200RT,Added Dec 2010 &bull; 36 fuel-ups Property of geo . 5.5Avg L/100km.,5.5
2010 BMW R1200RT,Added Nov 2012 &bull; 30 fuel-ups Property of MotoRambler . 5.3Avg L/100km.,5.3
2010 BMW R1200RT,Added Sep 2011 &bull; 136 fuel-ups Property of mikerucks . 5.4Avg L/100km.,5.4
2010 BMW R1200RT,Added Oct 2012 &bull; 3 fuel-ups Property of Roadrally . 5.6Avg L/100km.,5.6
2010 BMW R1200RT,Added Oct 2011 &bull; 71 fuel-ups Property of rad . 5.6Avg L/100km.,5.6
2010 BMW R1200RT,Added Aug 2012 &bull; 8 fuel-ups Property of grumps . 5.6Avg L/100km.,5.6
2010 BMW R1200RT,Added Feb 2011 &bull; 34 fuel-ups Property of Nelson955 . 5.3Avg L/100km.,5.3
2010 BMW R1200RT,Added Sep 2012 Property of RichR12RT . N/AAvg L/100km.,N/A
2009 BMW R1200RT,Added Apr 2011 &bull; 25 fuel-ups Property of K9NSP . 6.3Avg L/100km.,6.3
2009 BMW R1200RT,Added Feb 2010 &bull; 3 fuel-ups Property of Gandalf. 6.2Avg L/100km.,6.2
2009 BMW R1200RT,Added Feb 2012 Property of WallaceAndGromit . N/AAvg L/100km.,N/A
2009 BMW R1200RT,Added May 2011 &bull; 2 fuel-ups Property of tigertom1965 . 4.5Avg L/100km.,4.5
2009 BMW R1200RT,Added Sep 2012 Property of olslewfoot . N/AAvg L/100km.,N/A
2008 BMW R1200RT,Added Mar 2011 &bull; 42 fuel-ups Property of Cerviperus . 5.7Avg L/100km.,5.7
2008 BMW R1200RT,Added Apr 2013 &bull; 3 fuel-ups Property of Nottom . 5.4Avg L/100km.,5.4
2008 BMW R1200RT,Added May 2011 &bull; 22 fuel-ups Property of chrish3k . 4.9Avg L/100km.,4.9
2008 BMW R1200RT,Added Apr 2012 &bull; 12 fuel-ups Property of myerfire . 5.4Avg L/100km.,5.4
2008 BMW R1200RT,Added Aug 2010 Property of pmaria . N/AAvg L/100km.,N/A
2007 BMW R1200RT,Added Apr 2012 &bull; 17 fuel-ups Property of laskier . 5.0Avg L/100km.,5
2007 BMW R1200RT,Added Mar 2010 &bull; 92 fuel-ups Property of Britbeamer . 5.4Avg L/100km.,5.4
2007 BMW R1200RT,Added May 2011 Property of rolling18 . N/AAvg L/100km.,N/A
2007 BMW R1200RT,Added Nov 2012 &bull; 10 fuel-ups Property of germanyboy . 3.4Avg L/100km.,3.4
2007 BMW R1200RT,Added Jan 2013 &bull; 1 fuel-up Property of brewer90 . 5.9Avg L/100km.,5.9
2007 BMW R1200RT,Added Oct 2011 &bull; 6 fuel-ups Property of ohg59 . 5.8Avg L/100km.,5.8
2007 BMW R1200RT,Added Feb 2013 Property of DionysisRT . N/AAvg L/100km.,N/A
2006 BMW R1200RT,Added Sep 2012 &bull; 49 fuel-ups Property of natrab . 5.8Avg L/100km.,5.8
2006 BMW R1200RT,Added Jul 2012 &bull; 9 fuel-ups Property of Rukus . 5.5Avg L/100km.,5.5
2006 BMW R1200RT,Added Nov 2012 &bull; 65 fuel-ups Property of MotoRambler . 5.3Avg L/100km.,5.3
2006 BMW R1200RT,Added Jun 2012 Property of maddog61 . N/AAvg L/100km.,N/A
2006 BMW R1200RT,Added Sep 2011 Property of Redturtle . N/AAvg L/100km.,N/A
2006 BMW R1200RT,Added Apr 2012 Property of lndshark . N/AAvg L/100km.,N/A
2005 BMW R1200RT,Added Jan 2013 &bull; 11 fuel-ups Property of Norty . 5.4Avg L/100km.,5.4
2005 BMW R1200RT,Added Dec 2010 &bull; 7 fuel-ups Property of BearK9 . 5.6Avg L/100km.,5.6
2005 BMW R1200RT,Added Apr 2009 &bull; 23 fuel-ups Property of IslandRider. 4.8Avg L/100km.,4.8
2005 BMW R1200RT,Added Jan 2013 &bull; 1 fuel-up Property of taran1900 . 5.6Avg L/100km.,5.6
2005 BMW R1200RT,Added Nov 2009 Property of hitechcpa. N/AAvg L/100km.,N/A
2005 BMW R1200RT,Added May 2009 Property of dholaday . N/AAvg L/100km.,N/A
