"YMCC","fuelups","kml"
"2012 CPI Bravo 125","Added Jun 2012 &bull; 18 fuel-ups Property of p0stscript .","33.0"
"2008 CPI GTR 50","Added Jun 2011 &bull; 10 fuel-ups Property of GCSC .","30.4"
"2005 CPI GTR 50","Added Aug 2011 &bull; 9 fuel-ups Property of stelam .","17.2"
"2008 CPI SM250","Added Oct 2011 &bull; 12 fuel-ups Property of DED .","24.7"
"2010 Create A Custom Boatian speedy","Added Jun 2012 &bull; 11 fuel-ups Property of ian885 .","55.6"
"2012 Create A Custom Chinese","Added Oct 2012 &bull; 16 fuel-ups Property of Gossamer .","46.1"
"2011 Create A Custom Chinese","Added Aug 2011 &bull; 1 fuel-up Property of lorondotcom .","N/A"
"2008 Create A Custom Chinese","Added Sep 2012 Property of mself52 .","N/A"
"2001 Create A Custom Indian Spirit","Added Sep 2011 &bull; 17 fuel-ups Property of SpiritRider .","14.4"
"1977 Create A Custom Kreidler Florett RS","Added Apr 2012 &bull; 7 fuel-ups Property of kreidlerhansen .","24.2"
"2011 Create A Custom Pulse Scout 50cc","Added Apr 2011 &bull; 5 fuel-ups Property of AjMVRS .","37.7"
"2011 Daelim Daystar","Added Oct 2011 &bull; 1 fuel-up Property of hugocampossousa .","33.1"
"2011 Daelim Daystar","Added Jul 2011 &bull; 7 fuel-ups Property of mapsy .","32.8"
"2010 Daelim Daystar","Added Jul 2010 &bull; 3 fuel-ups Property of Cueball .","32.6"
"2010 Daelim Daystar","Added May 2010 &bull; 6 fuel-ups Property of Jakuti .","32.5"
"2010 Daelim Daystar","Added Aug 2010 Property of H3LD3R .","N/A"
"2010 Daelim Daystar","Added Jan 2011 Property of Garcia81 .","N/A"
"2009 Daelim Daystar","Added Jul 2010 &bull; 6 fuel-ups Property of fcosta .","26.9"
"2004 Daelim Daystar","Added Jul 2010 &bull; 1 fuel-up Property of klobuznik .","30.6"
"1999 Daelim Daystar","Added Jul 2012 &bull; 1 fuel-up Property of minton82 .","27.9"
"2012 Daelim Daystar Black Plus","Added Mar 2012 &bull; 1 fuel-up Property of zebea .","5.4"
"2011 Daelim Daystar Black Plus","Added Jul 2011 &bull; 3 fuel-ups Property of RMER .","42.9"
"2005 Daelim NS125 DX","Added Apr 2011 &bull; 11 fuel-ups Property of paulmarrington .","29.1"
"2012 Daelim Roadwin 125 FI","Added May 2012 &bull; 13 fuel-ups Property of joaocbjorge .","27.7"
"2011 Daelim Roadwin 125 FI","Added Oct 2012 Property of rpmartins .","N/A"
"2011 Daelim Roadwin 125 FI","Added Apr 2011 &bull; 2 fuel-ups Property of sc0rpius7 .","33.5"
"2011 Daelim Roadwin 125 FI","Added Sep 2011 Property of esgrovi .","N/A"
"2011 Daelim Roadwin 125 FI","Added Oct 2012 Property of Poprider .","N/A"
"2010 Daelim Roadwin 125 FI","Added Jul 2010 &bull; 15 fuel-ups Property of zenuz .","32.8"
"2010 Daelim Roadwin 125 FI","Added Jan 2012 &bull; 10 fuel-ups Property of rcolaco .","32.0"
"2010 Daelim Roadwin 125 FI","Added Oct 2011 Property of Clayton82 .","N/A"
"2010 Daelim Roadwin 125 FI","Added May 2011 Property of PeterPrese .","N/A"
"2009 Daelim Roadwin 125 FI","Added Sep 2011 &bull; 18 fuel-ups Property of LeedsRider93 .","31.5"
"2009 Daelim Roadwin 125 FI","Added Apr 2010 &bull; 7 fuel-ups Property of np39jd .","38.7"
"2011 Daelim S1 125","Added Feb 2012 &bull; 13 fuel-ups Property of ExPeao .","29.9"
"2011 Daelim S1 125","Added Feb 2012 Property of ilizard .","N/A"
"2010 Daelim S1 125","Added Apr 2012 &bull; 14 fuel-ups Property of a1000car .","30.8"
"2010 Daelim S1 125","Added Mar 2010 &bull; 11 fuel-ups Property of DirtyHarry .","24.8"
"2009 Daelim S1 125","Added Oct 2009 &bull; 137 fuel-ups Property of Migas .","32.7"
"2009 Daelim S1 125","Added Oct 2011 &bull; 1 fuel-up Property of razoo .","N/A"
"2009 Daelim S1 125","Added Nov 2009 &bull; 27 fuel-ups Property of nsalgado .","28.3"
"2009 Daelim S1 125","Added Mar 2010 &bull; 8 fuel-ups Property of Daelims1uk .","26.1"
"2009 Daelim S1 125","Added Jul 2009 &bull; 9 fuel-ups Property of 1SmileaD .","31.2"
"2008 Daelim S1 125","Added Jun 2012 &bull; 6 fuel-ups Property of pabloibar .","20.3"
"2011 Daelim S2 125Fi","Added Sep 2011 &bull; 2 fuel-ups Property of NelsonBruno .","28.3"
"2011 Daelim S2 125Fi","Added Mar 2012 &bull; 5 fuel-ups Property of kuby .","26.7"
"2011 Daelim S2 125Fi","Added Nov 2011 Property of josebalmeida .","N/A"
"2010 Daelim S2 125Fi","Added Dec 2011 &bull; 20 fuel-ups Property of luismourinha .","30.8"
"2010 Daelim S2 125Fi","Added Oct 2010 &bull; 40 fuel-ups Property of hugogoncalvess .","30.4"
"2010 Daelim S2 125Fi","Added Sep 2011 &bull; 23 fuel-ups Property of andrerod .","25.9"
"2006 Daelim S2-250","Added Oct 2009 &bull; 3 fuel-ups Property of garibaldi.","21.5"
"2012 Daelim S3 Fi","Added Sep 2012 &bull; 5 fuel-ups Property of Manur .","32.9"
"2012 Daelim S3 Fi","Added Aug 2012 &bull; 12 fuel-ups Property of Scorpionnc .","33.2"
"2012 Daelim S3 Fi","Added Sep 2012 &bull; 2 fuel-ups Property of Springo .","55.0"
"2012 Daelim S3 Fi","Added Jun 2012 &bull; 8 fuel-ups Property of ky0t0 .","30.1"
"2012 Daelim S3 Fi","Added Jun 2012 &bull; 4 fuel-ups Property of portgemini .","26.6"
"2012 Daelim S3 Fi","Added May 2012 &bull; 4 fuel-ups Property of HR .","26.0"
"2012 Daelim S3 Fi","Added Aug 2012 Property of AfonsoDuarte .","N/A"
"2012 Daelim S3 Fi","Added Apr 2012 Property of lamedeiros .","N/A"
"2011 Daelim S3 Fi","Added Apr 2012 &bull; 1 fuel-up Property of budagomes .","30.5"
"2011 Daelim S3 Fi","Added Oct 2011 &bull; 32 fuel-ups Property of ElChiquitito .","30.6"
"2011 Daelim S3 Fi","Added Jul 2011 &bull; 8 fuel-ups Property of Fl4v10 .","29.1"
"2011 Daelim S3 Fi","Added Oct 2011 &bull; 10 fuel-ups Property of vfarias .","30.9"
"2011 Daelim S3 Fi","Added May 2011 Property of ndoliveira .","N/A"
"2010 Daelim S3 Fi","Added Jan 2012 &bull; 17 fuel-ups Property of hitunes .","30.6"
"2012 Daelim VJF 250","Added Jul 2012 &bull; 9 fuel-ups Property of ArtemisAcross .","27.8"
"2012 Daelim VJF 250","Added May 2012 &bull; 1 fuel-up Property of pbgt .","N/A"
"1998 Daelim VS 125","Added Nov 2009 &bull; 3 fuel-ups Property of kadofl .","29.0"
"2008 Dazon 125cc","Added Jun 2009 &bull; 63 fuel-ups Property of Santi27 .","25.3"
"2011 Dazon Custom 150CC","Added Apr 2012 &bull; 4 fuel-ups Property of Kitstop .","47.2"
"2012 Demak Combat","Added Feb 2012 &bull; 29 fuel-ups Property of brahym .","34.4"
"2009 Derbi Atlantis 2T","Added Apr 2010 &bull; 43 fuel-ups Property of CKF .","22.9"
"2005 Derbi Atlantis 2T","Added Oct 2009 &bull; 5 fuel-ups Property of adri .","18.5"
"2006 Derbi Boulevard","Added Apr 2010 &bull; 12 fuel-ups Property of bstrem626 .","26.6"
"2003 Derbi Boulevard","Added Oct 2010 &bull; 87 fuel-ups Property of sezme .","21.4"
"2008 Derbi GP1 250","Added Dec 2009 &bull; 5 fuel-ups Property of Barney007 .","21.5"
"2009 Derbi Red Bullet","Added Mar 2012 &bull; 9 fuel-ups Property of ddrmanxbxfr .","22.7"
"2003 Derbi Red Bullet","Added Dec 2011 Property of jaredtomas .","N/A"
"2012 Derbi Senda Cross City 125","Added Oct 2012 &bull; 3 fuel-ups Property of F135M .","32.6"
"2007 Derbi Senda Cross City 125","Added Mar 2012 Property of liamwithers .","N/A"
"2007 Derbi Senda SM 125","Added Oct 2010 &bull; 22 fuel-ups Property of marooned .","32.7"
"2011 Derbi Senda SM 50","Added Jun 2012 &bull; 8 fuel-ups Property of ekl .","37.1"
"2006 Diamo Turista","Added Jul 2011 &bull; 6 fuel-ups Property of Sevenspeed .","25.0"
"2011 Direct Bikes Cobra DB125T-15D","Added Jan 2012 &bull; 17 fuel-ups Property of jenova .","40.4"
"2008 Ducati 1098","Added Aug 2011 &bull; 8 fuel-ups Property of Zyvek .","17.4"
"2008 Ducati 1098","Added Jul 2011 &bull; 6 fuel-ups Property of StevenAnsman .","14.3"
"2008 Ducati 1098","Added May 2009 &bull; 53 fuel-ups Property of LessPeopleMoreRobots .","13.9"
"2008 Ducati 1098","Added Feb 2011 &bull; 71 fuel-ups Property of sruprofourx .","15.6"
"2008 Ducati 1098","Added Aug 2010 &bull; 1 fuel-up Property of lexuspartsdude .","16.2"
"2008 Ducati 1098","Added Feb 2012 Property of TraumaRider .","N/A"
"2007 Ducati 1098","Added Sep 2009 &bull; 43 fuel-ups Property of Desmond .","12.2"
"2007 Ducati 1098","Added May 2012 &bull; 8 fuel-ups Property of colicabcadam .","9.9"
"2007 Ducati 1098","Added Jul 2012 &bull; 22 fuel-ups Property of stinkbug .","13.3"
"2007 Ducati 1098","Added Apr 2011 Property of unperdictable .","N/A"
"2010 Ducati 1198 S","Added Apr 2011 &bull; 24 fuel-ups Property of justingr .","13.9"
"2009 Ducati 1198 S","Added Jul 2012 &bull; 22 fuel-ups Property of evulhotdog .","12.7"
"2009 Ducati 1198 S","Added May 2009 Property of M1Tanker.","N/A"
"2011 Ducati 1198 SP","Added Apr 2011 &bull; 8 fuel-ups Property of Mduc .","16.2"
"2012 Ducati 1199 Panigale","Added Aug 2012 &bull; 21 fuel-ups Property of alb .","13.6"
"2012 Ducati 1199 Panigale","Added Sep 2012 &bull; 1 fuel-up Property of TRICOMA .","14.9"
"2012 Ducati 1199 Panigale","Added May 2012 &bull; 1 fuel-up Property of DBD .","10.3"
"2001 Ducati 748","Added Jun 2012 Property of ciclistapazzo .","N/A"
"2001 Ducati 748","Added Jun 2012 Property of skywagon .","N/A"
"2001 Ducati 748","Added Aug 2008 Property of icenined.","N/A"
"2000 Ducati 748","Added Aug 2010 &bull; 3 fuel-ups Property of RedR6 .","18.7"
"2000 Ducati 748","Added Jul 2010 Property of pengouin85 .","N/A"
"1999 Ducati 748","Added Jul 2010 Property of Cordales22 .","N/A"
"1999 Ducati 748","Added May 2010 &bull; 11 fuel-ups Property of Indiecourier .","15.9"
"2004 Ducati 800ss","Added Nov 2011 &bull; 6 fuel-ups Property of Macmanaman .","15.8"
"2012 Ducati 848","Added Oct 2012 &bull; 4 fuel-ups Property of dgm .","17.6"
"2012 Ducati 848","Added Aug 2012 &bull; 8 fuel-ups Property of defajardo .","17.4"
"2012 Ducati 848","Added Oct 2012 Property of colors .","N/A"
"2012 Ducati 848","Added Apr 2012 &bull; 1 fuel-up Property of MattDWrecker .","N/A"
"2012 Ducati 848","Added Mar 2012 Property of GregMega .","N/A"
"2012 Ducati 848","Added Mar 2012 Property of Danw182 .","N/A"
"2010 Ducati 848","Added Apr 2011 &bull; 2 fuel-ups Property of phenom3030 .","13.1"
"2010 Ducati 848","Added Jul 2012 Property of bujan .","N/A"
"2010 Ducati 848","Added Mar 2011 Property of elasticjoe .","N/A"
"2008 Ducati 848","Added Apr 2012 &bull; 18 fuel-ups Property of colin848 .","14.7"
"2008 Ducati 848","Added May 2010 &bull; 20 fuel-ups Property of nshttpd.","18.5"
"2008 Ducati 848","Added Apr 2011 &bull; 4 fuel-ups Property of duc848 .","17.4"
"2008 Ducati 848","Added Feb 2011 Property of nycmagician .","N/A"
"2002 Ducati 900 SS","Added Apr 2011 &bull; 29 fuel-ups Property of defajardo .","18.0"
"1999 Ducati 900 SS","Added Oct 2009 &bull; 3 fuel-ups Property of DylanCND.","25.0"
"1996 Ducati 900 SS","Added Oct 2012 &bull; 1 fuel-up Property of Ladeef .","20.1"
"1996 Ducati 900 SS","Added Jun 2011 &bull; 8 fuel-ups Property of Kennet .","17.7"
"1995 Ducati 900 SS","Added Jul 2011 Property of SlideSideways .","N/A"
"1993 Ducati 900 SS","Added Oct 2012 Property of Ducatijohn .","N/A"
"1993 Ducati 900 SS","Added Mar 2012 &bull; 7 fuel-ups Property of Charleetho .","17.8"
"2001 Ducati 996","Added Jul 2010 Property of 996mal .","N/A"
"1999 Ducati 996","Added May 2010 &bull; 23 fuel-ups Property of neilma .","15.3"
"1999 Ducati 996","Added Jun 2012 Property of OldBaldy .","N/A"
"2005 Ducati 999","Added Sep 2012 &bull; 36 fuel-ups Property of SLV .","15.5"
"2012 Ducati Diavel","Added Jun 2012 &bull; 11 fuel-ups Property of bujan .","11.4"
"2011 Ducati Diavel","Added Jun 2012 &bull; 2 fuel-ups Property of rjmcinnis .","10.1"
"2011 Ducati Diavel","Added Jul 2012 &bull; 5 fuel-ups Property of stagger .","15.0"
"2011 Ducati Diavel","Added Oct 2011 &bull; 74 fuel-ups Property of desmoderek .","17.2"
"2011 Ducati Diavel","Added Oct 2011 &bull; 6 fuel-ups Property of DeanMorgan .","13.3"
"2011 Ducati Diavel Carbon Red","Added Sep 2011 Property of smokein .","N/A"
"2011 Ducati Diavel Carbon Red","Added Mar 2012 &bull; 33 fuel-ups Property of RLP .","15.9"
"2010 Ducati GT 1000","Added Jul 2012 Property of Kev7762 .","N/A"
"2007 Ducati GT 1000","Added Apr 2010 &bull; 26 fuel-ups Property of DemmBonZ .","16.8"
"2007 Ducati GT 1000","Added May 2012 Property of bcbrit .","N/A"
"2007 Ducati GT 1000","Added Jun 2012 &bull; 8 fuel-ups Property of DaveBiz .","24.1"
"2007 Ducati GT 1000","Added Mar 2012 &bull; 36 fuel-ups Property of michaelkozik .","18.3"
"2012 Ducati Hypermotard","Added Sep 2012 &bull; 9 fuel-ups Property of TRICOMA .","18.7"
"2011 Ducati Hypermotard","Added Jul 2012 &bull; 14 fuel-ups Property of complexCarlo .","18.8"
"2011 Ducati Hypermotard","Added Jul 2011 &bull; 119 fuel-ups Property of Pinoybear .","19.1"
"2009 Ducati Hypermotard","Added Oct 2011 &bull; 6 fuel-ups Property of speedydave .","15.7"
"2008 Ducati Hypermotard","Added Oct 2009 &bull; 1 fuel-up Property of Hypermoto .","17.0"
"2008 Ducati Hypermotard 1100","Added Feb 2012 &bull; 2 fuel-ups Property of guzzi3 .","17.4"
"2008 Ducati Hypermotard 1100","Added Jan 2012 &bull; 20 fuel-ups Property of wegger .","14.1"
"1999 Ducati M600","Added Feb 2012 &bull; 5 fuel-ups Property of derelinguo .","13.2"
"2012 Ducati M696","Added Aug 2012 &bull; 5 fuel-ups Property of stheo777 .","22.6"
"2012 Ducati M696","Added Jul 2012 &bull; 7 fuel-ups Property of rz3r0 .","17.4"
"2011 Ducati M696","Added Jul 2012 &bull; 10 fuel-ups Property of yoursinkingship .","23.8"
"2009 Ducati M696","Added Jul 2011 &bull; 8 fuel-ups Property of tedb .","18.5"
"2009 Ducati M696","Added Sep 2010 &bull; 28 fuel-ups Property of johnjantjes .","22.2"
"2009 Ducati M696","Added Jun 2009 &bull; 28 fuel-ups Property of muonzoo.","18.6"
"2009 Ducati M696","Added Jun 2012 Property of yogi4 .","N/A"
"2009 Ducati M696","Added Mar 2011 Property of chibbard1 .","N/A"
"2003 Ducati M750","Added May 2011 &bull; 4 fuel-ups Property of alansalfa156 .","16.9"
"2001 Ducati M750","Added Jun 2009 &bull; 3 fuel-ups Property of cjmartin.","13.4"
"1999 Ducati M750","Added Jun 2009 &bull; 51 fuel-ups Property of hvy55chvy .","15.5"
"1999 Ducati M750","Added Sep 2008 &bull; 11 fuel-ups Property of jb.","15.0"
"1999 Ducati M750","Added Aug 2008 &bull; 5 fuel-ups Property of jeffb.","14.8"
"1998 Ducati M750","Added Sep 2008 &bull; 1 fuel-up Property of madmarvin.","11.2"
"1997 Ducati M750","Added Jul 2009 &bull; 23 fuel-ups Property of Jack21 .","19.8"
"2004 Ducati Monster 1000S","Added Jun 2012 &bull; 6 fuel-ups Property of sunbum .","17.6"
"2012 Ducati Monster 1100","Added Jan 2012 &bull; 4 fuel-ups Property of 3141592653 .","26.4"
"2012 Ducati Monster 1100","Added Oct 2012 Property of JoeMonster .","N/A"
"2012 Ducati Monster 1100","Added Jul 2012 &bull; 16 fuel-ups Property of monsterevo .","16.2"
"2012 Ducati Monster 1100","Added Feb 2012 &bull; 8 fuel-ups Property of pats .","18.3"
"2010 Ducati Monster 1100","Added Aug 2012 &bull; 3 fuel-ups Property of holty .","18.7"
"2010 Ducati Monster 1100","Added May 2011 &bull; 16 fuel-ups Property of Deez .","18.9"
"2010 Ducati Monster 1100","Added Dec 2011 &bull; 37 fuel-ups Property of Thammarak .","18.5"
"2009 Ducati Monster 1100","Added Mar 2011 &bull; 4 fuel-ups Property of capicuuu .","20.7"
"2003 Ducati Monster 400","Added Oct 2011 &bull; 16 fuel-ups Property of Bull1t .","16.4"
"2006 Ducati Monster 620","Added Aug 2010 &bull; 31 fuel-ups Property of gcoombs77.","24.7"
"2006 Ducati Monster 620","Added Apr 2012 &bull; 1 fuel-up Property of will48 .","20.8"
"2006 Ducati Monster 620","Added Jun 2011 &bull; 12 fuel-ups Property of pacerracer .","20.3"
"2005 Ducati Monster 620","Added Feb 2009 &bull; 91 fuel-ups Property of cynic .","20.9"
"2005 Ducati Monster 620","Added Nov 2008 &bull; 152 fuel-ups Property of vanwinkle .","21.7"
"2005 Ducati Monster 620","Added May 2012 &bull; 4 fuel-ups Property of ciclistapazzo .","21.1"
"2005 Ducati Monster 620","Added Apr 2010 &bull; 2 fuel-ups Property of Lazarey .","23.0"
"2005 Ducati Monster 620","Added Jan 2009 Property of vavenby.","N/A"
"2004 Ducati Monster 620","Added Jun 2012 &bull; 7 fuel-ups Property of pskoe .","25.7"
"2004 Ducati Monster 620","Added Sep 2011 &bull; 26 fuel-ups Property of WYSIWYG .","21.6"
"2003 Ducati Monster 620","Added Feb 2009 &bull; 5 fuel-ups Property of cynic .","21.5"
"2003 Ducati Monster 620","Added Apr 2012 &bull; 1 fuel-up Property of DCarney .","15.6"
"2003 Ducati Monster 620","Added Aug 2009 &bull; 14 fuel-ups Property of Takuhigh .","19.2"
"2002 Ducati Monster 620","Added Jun 2012 Property of skywagon .","N/A"
"2001 Ducati Monster 620","Added May 2011 &bull; 7 fuel-ups Property of Heidilala .","17.3"
"2007 Ducati Monster 695","Added Aug 2012 &bull; 6 fuel-ups Property of colin848 .","18.5"
"2007 Ducati Monster 695","Added May 2012 &bull; 16 fuel-ups Property of ezek18l .","19.5"
"2007 Ducati Monster 695","Added Nov 2010 &bull; 1 fuel-up Property of Kadipoo .","N/A"
"2007 Ducati Monster 695","Added Jun 2010 Property of HyperM3 .","N/A"
"2007 Ducati Monster 695","Added Jan 2009 Property of Paegelow.","N/A"
"2013 Ducati Monster 696","Added Oct 2012 &bull; 3 fuel-ups Property of GTV300 .","19.2"
"2012 Ducati Monster 696","Added Oct 2011 &bull; 67 fuel-ups Property of TeeNado58 .","22.7"
"2012 Ducati Monster 696","Added Jul 2012 &bull; 9 fuel-ups Property of markv .","23.5"
"2012 Ducati Monster 696","Added Feb 2012 &bull; 33 fuel-ups Property of SovereignDragon .","22.5"
"2012 Ducati Monster 696","Added Mar 2012 &bull; 75 fuel-ups Property of billschusteriv .","22.4"
"2012 Ducati Monster 696","Added Feb 2012 Property of wuman .","N/A"
"2012 Ducati Monster 696","Added May 2012 &bull; 10 fuel-ups Property of hzelaya .","21.4"
"2012 Ducati Monster 696","Added Aug 2012 &bull; 3 fuel-ups Property of richfuel .","18.0"
"2012 Ducati Monster 696","Added Mar 2012 &bull; 8 fuel-ups Property of erichk .","16.6"
"2011 Ducati Monster 696","Added Jul 2011 &bull; 27 fuel-ups Property of DarkTemplars .","18.0"
"2011 Ducati Monster 696","Added Apr 2012 Property of zenworm .","N/A"
"2011 Ducati Monster 696","Added Dec 2011 Property of jamesmdavies .","N/A"
"2010 Ducati Monster 696","Added Sep 2011 &bull; 34 fuel-ups Property of Gossamer .","24.0"
"2010 Ducati Monster 696","Added Aug 2010 &bull; 31 fuel-ups Property of Rhody .","19.4"
"2010 Ducati Monster 696","Added May 2012 &bull; 34 fuel-ups Property of derp .","19.5"
"2009 Ducati Monster 696","Added Apr 2012 &bull; 34 fuel-ups Property of MegaGergin .","16.3"
"2009 Ducati Monster 696","Added May 2012 &bull; 4 fuel-ups Property of downrangefuture .","20.1"
"2009 Ducati Monster 696","Added Mar 2011 &bull; 20 fuel-ups Property of dgm .","20.1"
"2009 Ducati Monster 696","Added Aug 2011 &bull; 31 fuel-ups Property of MonsterSauce .","18.3"
"2009 Ducati Monster 696","Added Feb 2010 &bull; 210 fuel-ups Property of Pinoybear .","21.5"
"2009 Ducati Monster 696","Added May 2012 &bull; 8 fuel-ups Property of 42frankie .","21.4"
"2009 Ducati Monster 696","Added Jul 2012 &bull; 1 fuel-up Property of Karyorhexis .","20.9"
"2009 Ducati Monster 696","Added Jul 2010 &bull; 1 fuel-up Property of dankatz .","20.3"
"2002 Ducati Monster 750","Added Jun 2012 &bull; 15 fuel-ups Property of Rex1585 .","22.4"
"2002 Ducati Monster 750","Added May 2011 Property of opex .","N/A"
"2001 Ducati Monster 750","Added Feb 2012 &bull; 67 fuel-ups Property of NickjUK .","19.9"
"2001 Ducati Monster 750","Added Sep 2012 &bull; 1 fuel-up Property of anthonya714 .","10.9"
"2001 Ducati Monster 750","Added Dec 2011 &bull; 1 fuel-up Property of noiox8 .","22.5"
"2001 Ducati Monster 750","Added Nov 2011 Property of SailinOn .","N/A"
"2000 Ducati Monster 750","Added Dec 2010 &bull; 11 fuel-ups Property of DucatiSteve .","19.5"
"2000 Ducati Monster 750 &bull; Gas V6","Added May 2009 &bull; 4 fuel-ups Property of OCDTDI .","14.5"
"1999 Ducati Monster 750","Added Jul 2011 Property of bobolopolis .","N/A"
"2012 Ducati Monster 796","Added Oct 2012 &bull; 5 fuel-ups Property of munk3ong .","21.5"
"2012 Ducati Monster 796","Added Feb 2012 &bull; 40 fuel-ups Property of klem578 .","16.0"
"2012 Ducati Monster 796","Added Sep 2012 &bull; 9 fuel-ups Property of yurko .","18.5"
"2012 Ducati Monster 796","Added Jun 2012 &bull; 70 fuel-ups Property of CrashKoeck .","16.5"
"2012 Ducati Monster 796","Added Mar 2012 &bull; 44 fuel-ups Property of Ducartist .","16.3"
"2012 Ducati Monster 796","Added Mar 2012 &bull; 1 fuel-up Property of bmwducati .","19.7"
"2012 Ducati Monster 796","Added Sep 2012 &bull; 1 fuel-up Property of frazzmac .","20.1"
"2012 Ducati Monster 796","Added Jul 2012 &bull; 13 fuel-ups Property of Namaste .","21.2"
"2012 Ducati Monster 796","Added Feb 2012 &bull; 2 fuel-ups Property of keybuk .","19.1"
"2011 Ducati Monster 796","Added Oct 2011 &bull; 64 fuel-ups Property of imwebon .","17.3"
"2011 Ducati Monster 796","Added Sep 2012 &bull; 7 fuel-ups Property of coolieman1220 .","18.0"
"2011 Ducati Monster 796","Added Sep 2012 &bull; 5 fuel-ups Property of BiochemPhD .","14.0"
"2011 Ducati Monster 796","Added Aug 2011 &bull; 44 fuel-ups Property of WebMasterP .","18.8"
"2011 Ducati Monster 796","Added Apr 2012 &bull; 2 fuel-ups Property of DigitalDissent .","17.4"
"2011 Ducati Monster 796","Added Aug 2011 &bull; 14 fuel-ups Property of bujan .","15.3"
