Year,Make,Model,Model,fuelups,user,kml,kms,CC,,,
2006,Honda,Hornet 599 CB600F  ,Hornet,1,bobafett.,15.4,15.4,599,,,
2005,Honda,Hornet 599 CB600F  ,Hornet,272,Gordon861,15.6,4243.2,599,,,
2003,Honda,Hornet 599 CB600F  ,Hornet,1,DaVyy.,11.5,11.5,599,,,
2002,Honda,Hornet 599 CB600F  ,Hornet,4,Miggi03,12.7,50.8,599,,,
2001,Honda,Hornet 599 CB600F  ,Hornet,14,ginny027,19.9,278.6,599,,,
2000,Honda,Hornet 599 CB600F  ,Hornet,85,jerryp,16.3,1385.5,599,,,
1999,Honda,Hornet 599 CB600F  ,Hornet,6,JamesAquilina,12.9,77.4,599,,,
1999,Honda,Hornet 599 CB600F  ,Hornet,9,miguelpastor,16,144,599,,,
1999,Honda,Hornet 599 CB600F  ,Hornet,1,Gsus.,11.3,11.3,599,,,
1998,Honda,Hornet 599 CB600F  ,Hornet,3,Steve4884,15.8,47.4,599,,,
2009,Honda,Icon    ,Icon,4,rickt,64.8,259.2,,,,
2012,Honda,Lead    ,Lead,31,ITALO,36.7,1137.7,,,,
2006,Honda,Lead    ,Lead,8,Eviscerator8138,29.4,235.2,,,,
2006,Honda,Lead    ,Lead,1,miketate456,16.1,16.1,,,,
2004,Honda,Lead    ,Lead,12,Maharg,36.8,441.6,,,,
2002,Honda,Magna    ,Magna,62,varg,14.7,911.4,,,,
2001,Honda,Magna    ,Magna,42,phlygirl86,19.3,810.6,,,,
2001,Honda,Magna    ,Magna,7,TAA,17.8,124.6,,,,
2000,Honda,Magna    ,Magna,82,dosmagnas.,20.5,1681,,,,
1999,Honda,Magna    ,Magna,3,longcomutteguy,15.7,47.1,,,,
1999,Honda,Magna    ,Magna,11,JimShapiro,21.1,232.1,,,,
1997,Honda,Magna    ,Magna,24,ViperGuy,19.6,470.4,,,,
1997,Honda,Magna    ,Magna,2,Yes919,21.3,42.6,,,,
1997,Honda,Magna    ,Magna,9,jessew,17.7,159.3,,,,
1996,Honda,Magna    ,Magna,35,JSS,15.3,535.5,,,,
1996,Honda,Magna    ,Magna,9,Slaglenator,17.1,153.9,,,,
1996,Honda,Magna    ,Magna,17,pilotboy651,18.6,316.2,,,,
1996,Honda,Magna    ,Magna,8,skiboarder119,20.2,161.6,,,,
1996,Honda,Magna    ,Magna,6,tburns6,17.5,105,,,,
1995,Honda,Magna    ,Magna,4,TooManyVehicles,17.1,68.4,,,,
1994,Honda,Magna    ,Magna,138,JSS,13.8,1904.4,,,,
1994,Honda,Magna    ,Magna,5,gbohrer,16,80,,,,
1988,Honda,Magna    ,Magna,54,Demosthine,17.8,961.2,,,,
1988,Honda,Magna    ,Magna,44,dosmagnas.,17.1,752.4,,,,
1987,Honda,Magna    ,Magna,37,scottolds,17,629,,,,
1986,Honda,Magna    ,Magna,16,Bart59Dodge,18.5,296,,,,
1985,Honda,Magna    ,Magna,6,ScH,14.8,88.8,,,,
1985,Honda,Magna    ,Magna,45,SovereignDragon,17.7,796.5,,,,
1984,Honda,Magna    ,Magna,6,Knightslugger,16.1,96.6,,,,
1982,Honda,Magna    ,Magna,11,jimmyrack,18.1,199.1,,,,
1982,Honda,MB50    ,MB50,21,greenbalot.,27.4,575.4,,,,
2009,Honda,Metropolitan    ,Metropolitan,59,PacifistRiot,44.4,2619.6,,,,
2009,Honda,Metropolitan    ,Metropolitan,21,petracca,58.2,1222.2,,,,
2009,Honda,Metropolitan    ,Metropolitan,80,twowheeler,44,3520,,,,
2009,Honda,Metropolitan    ,Metropolitan,24,brian83,42,1008,,,,
2009,Honda,Metropolitan    ,Metropolitan,17,hondaphilly01,55,935,,,,
2009,Honda,Metropolitan    ,Metropolitan,18,hamstrings,45.8,824.4,,,,
2009,Honda,Metropolitan    ,Metropolitan,2,soylentc0la,33.4,66.8,,,,
2009,Honda,Metropolitan    ,Metropolitan,4,davidsidlinger.,37.7,150.8,,,,
2008,Honda,Metropolitan    ,Metropolitan,45,Meresankh,44.6,2007,,,,
2008,Honda,Metropolitan    ,Metropolitan,15,pozo,46.2,693,,,,
2007,Honda,Metropolitan    ,Metropolitan,29,vwgrl1999.,45.5,1319.5,,,,
2007,Honda,Metropolitan &bull; Gas  ,Metropolitan,4,Rusty.,47.8,191.2,,,,
2007,Honda,Metropolitan    ,Metropolitan,8,smic,40.2,321.6,,,,
2006,Honda,Metropolitan    ,Metropolitan,5,Buffalo66,42.7,213.5,,,,
2006,Honda,Metropolitan    ,Metropolitan,37,beachormond,40.8,1509.6,,,,
2006,Honda,Metropolitan    ,Metropolitan,7,underdog,36.8,257.6,,,,
2006,Honda,Metropolitan    ,Metropolitan,1,RaymanInc,43.4,43.4,,,,
2006,Honda,Metropolitan    ,Metropolitan,2,thatjonguy.,40.3,80.6,,,,
2005,Honda,Metropolitan    ,Metropolitan,10,Saiboogu.,30,300,,,,
2005,Honda,Metropolitan    ,Metropolitan,3,shortcake,32.8,98.4,,,,
2005,Honda,Metropolitan    ,Metropolitan,5,dosmagnas.,39.3,196.5,,,,
2003,Honda,Metropolitan    ,Metropolitan,6,ZX99,48,288,,,,
2003,Honda,Metropolitan    ,Metropolitan,5,cdmwebs,43.1,215.5,,,,
2003,Honda,Metropolitan    ,Metropolitan,15,alimeller,41,615,,,,
2003,Honda,Metropolitan    ,Metropolitan,1,elopez12345,43,43,,,,
2002,Honda,Metropolitan    ,Metropolitan,36,Scooterlovin,34.4,1238.4,,,,
2002,Honda,Metropolitan    ,Metropolitan,4,npbarker,38.6,154.4,,,,
2012,Honda,NC700D Integra   ,NC700D,11,dropbear,27.9,306.9,,,,
2012,Honda,NC700S    ,NC700S,3,beep,26.3,78.9,,,,
2012,Honda,NC700S    ,NC700S,5,TC3,26,130,,,,
2012,Honda,NC700S    ,NC700S,17,Flighttime,29.5,501.5,,,,
2012,Honda,NC700S    ,NC700S,3,muley,23.7,71.1,,,,
2012,Honda,NC700S    ,NC700S,4,Phantie,42.7,170.8,,,,
2012,Honda,NC700S    ,NC700S,1,dave990,24.4,24.4,,,,
2012,Honda,NC700S    ,NC700S,4,LFCHans,26.8,107.2,,,,
2012,Honda,NC700S    ,NC700S,7,goto10,26.5,185.5,,,,
2012,Honda,NC700S    ,NC700S,22,MikeyMing,22.2,488.4,,,,
2012,Honda,NC700S    ,NC700S,9,SAMM,27.9,251.1,,,,
2012,Honda,NC700X    ,NC700X,38,cowboyblues,25.3,961.4,,,,
2012,Honda,NC700X    ,NC700X,17,maximumx4,25.2,428.4,,,,
2012,Honda,NC700X    ,NC700X,11,treybrad,26.2,288.2,,,,
2012,Honda,NC700X    ,NC700X,13,McT,29.9,388.7,,,,
2012,Honda,NC700X    ,NC700X,42,edgey,27.8,1167.6,,,,
2012,Honda,NC700X    ,NC700X,9,keeloi79,26,234,,,,
2012,Honda,NC700X    ,NC700X,16,dbmitch,27.8,444.8,,,,
2012,Honda,NC700X    ,NC700X,19,Daniszeman,26.2,497.8,,,,
2012,Honda,NC700X    ,NC700X,14,whalyracer,28.5,399,,,,
2012,Honda,NC700X    ,NC700X,17,turbodieseli4i6,29.7,504.9,,,,
2012,Honda,NC700X    ,NC700X,8,tromba,26.7,213.6,,,,
2012,Honda,NC700X    ,NC700X,12,Jono,26.7,320.4,,,,
2012,Honda,NC700X    ,NC700X,11,cyclerosis,28.8,316.8,,,,
2012,Honda,NC700X    ,NC700X,27,derricka,29.7,801.9,,,,
2012,Honda,NC700X    ,NC700X,2,Jguarfn28,30.7,61.4,,,,
2012,Honda,NC700X    ,NC700X,7,kunju,32,224,,,,
2012,Honda,NC700X    ,NC700X,11,stephenfay,27.4,301.4,,,,
2012,Honda,NC700X    ,NC700X,2,pedrotana,25.9,51.8,,,,
2012,Honda,NC700X    ,NC700X,1,Tigershark,29.8,29.8,,,,
2012,Honda,NC700X    ,NC700X,12,VitorMCJesus,26.8,321.6,,,,
2012,Honda,NC700X    ,NC700X,14,santixolas,25.6,358.4,,,,
2012,Honda,NC700X    ,NC700X,15,FrVentura,26.9,403.5,,,,
2012,Honda,NC700X    ,NC700X,1,VFORE,25.2,25.2,,,,
2012,Honda,NC700X    ,NC700X,2,cdbren,24.8,49.6,,,,
2012,Honda,NC700X    ,NC700X,27,mstach,30.6,826.2,,,,
2012,Honda,NC700X    ,NC700X,7,coutinho,28.4,198.8,,,,
2012,Honda,NC700X    ,NC700X,11,Whiteyez,24.3,267.3,,,,
2012,Honda,NC700X    ,NC700X,24,Rockmonster,27.2,652.8,,,,
2012,Honda,NC700X    ,NC700X,3,chumpboy,27.3,81.9,,,,
2012,Honda,NC700X    ,NC700X,10,670cc,33.2,332,,,,
2012,Honda,NC700X    ,NC700X,12,HeavyH,28.3,339.6,,,,
2012,Honda,NC700X    ,NC700X,12,bacgrad,27.8,333.6,,,,
2012,Honda,NC700X    ,NC700X,13,MapperMan,27.6,358.8,,,,
2012,Honda,NC700X    ,NC700X,13,mariusb8402,28.8,374.4,,,,
2012,Honda,NC700X    ,NC700X,5,MilkyJoe,27.1,135.5,,,,
2012,Honda,NC700X    ,NC700X,15,cmbandeira,28.4,426,,,,
2012,Honda,NC700X    ,NC700X,15,LerumRider,28.1,421.5,,,,
2012,Honda,NC700X    ,NC700X,19,serfiesa,30.2,573.8,,,,
2012,Honda,NC700X    ,NC700X,5,BraaiBiker,21.7,108.5,,,,
2012,Honda,NC700X    ,NC700X,13,spidereyes,25.5,331.5,,,,
2012,Honda,NC700X    ,NC700X,2,Burger650,26.5,53,,,,
2012,Honda,NC700X    ,NC700X,3,drlounsbury,29,87,,,,
2012,Honda,NC700X    ,NC700X,13,matty589,26,338,,,,
2012,Honda,NC700X    ,NC700X,5,susumu,32.6,163,,,,
2012,Honda,NC700X    ,NC700X,2,dayangac,23.7,47.4,,,,
2012,Honda,NC700X    ,NC700X,4,kungfoo222,30.2,120.8,,,,
2012,Honda,NC700X    ,NC700X,3,bamamate,64.2,192.6,,,,
2012,Honda,NC700X    ,NC700X,4,hmcp88,26.1,104.4,,,,
2012,Honda,NC700X    ,NC700X,10,kickapoobd,29,290,,,,
2012,Honda,NC700X    ,NC700X,30,Loomis,25.9,777,,,,
2012,Honda,NC700X    ,NC700X,1,stoikey,27.2,27.2,,,,
2012,Honda,NC700X    ,NC700X,12,julioams,27.5,330,,,,
2012,Honda,NC700X    ,NC700X,11,shiggsy,27.9,306.9,,,,
2012,Honda,NC700X    ,NC700X,3,Knoffel,27.3,81.9,,,,
2012,Honda,NC700X    ,NC700X,3,morriru,24.1,72.3,,,,
2012,Honda,NC700X    ,NC700X,3,rocket,27,81,,,,
2012,Honda,NC700X    ,NC700X,34,mikefromsandiego,28.6,972.4,,,,
2012,Honda,NC700X    ,NC700X,28,N97972,32.9,921.2,,,,
2012,Honda,NC700X    ,NC700X,7,lenhador,24.9,174.3,,,,
2012,Honda,NC700X    ,NC700X,6,Tockas,26.1,156.6,,,,
2012,Honda,NC700X    ,NC700X,23,emantsik,24.9,572.7,,,,
2012,Honda,NC700X    ,NC700X,1,jdearauj,21.6,21.6,,,,
2012,Honda,NC700X    ,NC700X,1,ddazzler64,25.3,25.3,,,,
2012,Honda,NC700X    ,NC700X,5,jeidet,28.4,142,,,,
2012,Honda,NC700X    ,NC700X,5,379drvr,27.9,139.5,,,,
2012,Honda,NC700X    ,NC700X,2,Xcellor8,28,56,,,,
2012,Honda,NC700X    ,NC700X,4,twili,25,100,,,,
2012,Honda,NC700X    ,NC700X,1,MARTINSLM,29.1,29.1,,,,
2012,Honda,NC700X    ,NC700X,5,Gadgetgoat,28.5,142.5,,,,
2012,Honda,NC700X    ,NC700X,12,TW,31.3,375.6,,,,
2012,Honda,NC700X    ,NC700X,6,Pscpereira,25.7,154.2,,,,
2012,Honda,NC700X    ,NC700X,2,under007,27.8,55.6,,,,
2012,Honda,NC700X    ,NC700X,7,yblaster,26.7,186.9,,,,
2012,Honda,NC700X    ,NC700X,3,Primix,25.6,76.8,,,,
2012,Honda,NC700X    ,NC700X,8,shaun644,28.7,229.6,,,,
2012,Honda,NC700X    ,NC700X,4,ddb1204,27,108,,,,
2012,Honda,NC700X DCT   ,NC700X,4,fatflash,23.5,94,,,,
2012,Honda,NC700X DCT   ,NC700X,3,Vinalex,27.8,83.4,,,,
2012,Honda,NC700X DCT   ,NC700X,3,mikemchargue,21.7,65.1,,,,
2012,Honda,NC700X DCT   ,NC700X,2,s4t1sfy,27.7,55.4,,,,
2012,Honda,NC700X DCT   ,NC700X,1,pmf1970,23.3,23.3,,,,
2012,Honda,NC700XA    ,NC700XA,8,Drakis,29.2,233.6,,,,
2012,Honda,NC700XA    ,NC700XA,14,milnerw,26.9,376.6,,,,
2012,Honda,NC700XA    ,NC700XA,2,Orlando,29.7,59.4,,,,
2012,Honda,NC700XA    ,NC700XA,2,sebroeck,16.7,33.4,,,,
2012,Honda,NC700XA    ,NC700XA,6,olslewfoot,26.6,159.6,,,,
2012,Honda,NC700XA    ,NC700XA,15,chickenflaps,27.2,408,,,,
2012,Honda,NC700XA    ,NC700XA,7,AlienMind,25.8,180.6,,,,
2012,Honda,NC700XA    ,NC700XA,9,T0ny1230,27.9,251.1,,,,
2006,Honda,NES125    ,NES125,44,redwolfoz,33.2,1460.8,,,,
2003,Honda,NES150    ,NES150,8,Raksan,23.1,184.8,,,,
2001,Honda,NES150    ,NES150,51,vitas,27.5,1402.5,,,,
1984,Honda,NH125 Aero   ,NH125,25,nerdnic,20.4,510,,,,
1997,Honda,NSR 75   ,NSR,9,RX7RSR,20.5,184.5,75,,,
2008,Honda,NT650 Deauville   ,NT650,1,reddv,22.2,22.2,,,,
2005,Honda,NT650 Deauville   ,NT650,17,LordLucan,26.2,445.4,,,,
2005,Honda,NT650 Deauville   ,NT650,25,Glacial,19.4,485,,,,
2005,Honda,NT650 Deauville   ,NT650,14,exiniman,19.8,277.2,,,,
2005,Honda,NT650 Deauville   ,NT650,176,jumpingjohn15,20.6,3625.6,,,,
2005,Honda,NT650 Deauville   ,NT650,8,am4862,18.3,146.4,,,,
2005,Honda,NT650 Deauville   ,NT650,12,dvken,19.3,231.6,,,,
2005,Honda,NT650 Deauville   ,NT650,2,merlinrides,24.8,49.6,,,,
2005,Honda,NT650 Deauville   ,NT650,of,,15.8,#VALUE!,,,,
2004,Honda,NT650 Deauville   ,NT650,14,blerko,19.7,275.8,,,,
2004,Honda,NT650 Deauville   ,NT650,94,stibbs,19.2,1804.8,,,,
2004,Honda,NT650 Deauville   ,NT650,8,Oddball,19.6,156.8,,,,
2004,Honda,NT650 Deauville   ,NT650,44,mrrealtreat,21,924,,,,
2004,Honda,NT650 Deauville   ,NT650,5,Captain747,19.8,99,,,,
2004,Honda,NT650 Deauville   ,NT650,7,dvuglac,14.5,101.5,,,,
2004,Honda,NT650 Deauville   ,NT650,86,Indiecourier,18.2,1565.2,,,,
2003,Honda,NT650 Deauville   ,NT650,8,AndyFisher,20.2,161.6,,,,
2003,Honda,NT650 Deauville   ,NT650,24,GSV680,19.1,458.4,,,,
2003,Honda,NT650 Deauville   ,NT650,98,flippa1971,19.1,1871.8,,,,
2003,Honda,NT650 Deauville   ,NT650,23,Roadrally,17.8,409.4,,,,
2003,Honda,NT650 Deauville   ,NT650,110,kittykat,18.4,2024,,,,
2003,Honda,NT650 Deauville   ,NT650,5,manxmike,16.1,80.5,,,,
2003,Honda,NT650 Deauville   ,NT650,10,ridgeback,21.3,213,,,,
2003,Honda,NT650 Deauville   ,NT650,62,Latentheat,20.5,1271,,,,
2003,Honda,NT650 Deauville   ,NT650,1,robjstacey,18.1,18.1,,,,
2003,Honda,NT650 Deauville   ,NT650,1,mikeatron,20,20,,,,
2003,Honda,NT650 Deauville   ,NT650,5,DrogoNevets,16.5,82.5,,,,
2003,Honda,NT650 Deauville   ,NT650,8,billf,18.3,146.4,,,,
2003,Honda,NT650 Deauville   ,NT650,1,lowrider,16.2,16.2,,,,
2002,Honda,NT650 Deauville   ,NT650,369,StephenW,18.5,6826.5,,,,
2002,Honda,NT650 Deauville   ,NT650,10,L2A,19.9,199,,,,
2002,Honda,NT650 Deauville   ,NT650,12,monkeycabbage,17,204,,,,
2002,Honda,NT650 Deauville   ,NT650,3,keith5656,17.9,53.7,,,,
2002,Honda,NT650 Deauville   ,NT650,14,ratcliffe,20,280,,,,
2002,Honda,NT650 Deauville   ,NT650,11,tlag,20.1,221.1,,,,
2002,Honda,NT650 Deauville   ,NT650,11,flyfisher,19.3,212.3,,,,
2002,Honda,NT650 Deauville   ,NT650,6,ady,18,108,,,,
2002,Honda,NT650 Deauville   ,NT650,1,kazza0011,19,19,,,,
2002,Honda,NT650 Deauville   ,NT650,1,Fidius,20.1,20.1,,,,
2002,Honda,NT650 Deauville   ,NT650,66,Seamie,18.2,1201.2,,,,
2002,Honda,NT650 Deauville   ,NT650,2,TheWanderer,22.7,45.4,,,,
2002,Honda,NT650 Deauville   ,NT650,28,cusecuse,18.5,518,,,,
2002,Honda,NT650 Deauville   ,NT650,7,wookie,17.6,123.2,,,,
2002,Honda,NT650 Deauville   ,NT650,12,chunkyrat,19.7,236.4,,,,
2001,Honda,NT650 Deauville   ,NT650,240,gramsey438,17.7,4248,,,,
2001,Honda,NT650 Deauville   ,NT650,54,mrjohncoates.,19.6,1058.4,,,,
2001,Honda,NT650 Deauville   ,NT650,3,lmrn,18.1,54.3,,,,
2001,Honda,NT650 Deauville   ,NT650,9,Donalf,20.8,187.2,,,,
2001,Honda,NT650 Deauville   ,NT650,131,slewis,21.3,2790.3,,,,
2001,Honda,NT650 Deauville   ,NT650,20,blackr2000,22,440,,,,
2001,Honda,NT650 Deauville   ,NT650,3,ruddocg,17.8,53.4,,,,
2001,Honda,NT650 Deauville   ,NT650,12,jdg,20.5,246,,,,
2000,Honda,NT650 Deauville   ,NT650,6,Kraut,18,108,,,,
2000,Honda,NT650 Deauville   ,NT650,24,jamesr,20.4,489.6,,,,
2000,Honda,NT650 Deauville   ,NT650,85,thecivvie,20,1700,,,,
2000,Honda,NT650 Deauville   ,NT650,64,1madboiler,17.7,1132.8,,,,
2000,Honda,NT650 Deauville   ,NT650,163,oldman,19.7,3211.1,,,,
2000,Honda,NT650 Deauville   ,NT650,44,primal,21,924,,,,
2000,Honda,NT650 Deauville   ,NT650,96,tracendaz,21.6,2073.6,,,,
2000,Honda,NT650 Deauville   ,NT650,2,CD1,18.7,37.4,,,,
2000,Honda,NT650 Deauville   ,NT650,78,Lurch123,22.3,1739.4,,,,
2000,Honda,NT650 Deauville   ,NT650,27,am4862,18.2,491.4,,,,
2000,Honda,NT650 Deauville   ,NT650,1,Sj2707,19.8,19.8,,,,
2000,Honda,NT650 Deauville   ,NT650,2,Daveathome,26.8,53.6,,,,
2000,Honda,NT650 Deauville   ,NT650,8,HMR,21.6,172.8,,,,
1999,Honda,NT650 Deauville   ,NT650,81,markthedaemon,19.7,1595.7,,,,
1999,Honda,NT650 Deauville   ,NT650,72,blackdeauville,20,1440,,,,
1999,Honda,NT650 Deauville   ,NT650,4,Micky1970,19.8,79.2,,,,
1999,Honda,NT650 Deauville   ,NT650,17,Speccy,23.3,396.1,,,,
1999,Honda,NT650 Deauville   ,NT650,13,eh,22.9,297.7,,,,
1999,Honda,NT650 Deauville   ,NT650,1,jonorow,18.9,18.9,,,,
1999,Honda,NT650 Deauville   ,NT650,20,rmtrider,19.9,398,,,,
1999,Honda,NT650 Deauville   ,NT650,8,Courier41,20.4,163.2,,,,
1999,Honda,NT650 Deauville   ,NT650,48,hoffo,21.2,1017.6,,,,
1999,Honda,NT650 Deauville   ,NT650,2,Creolof,18.9,37.8,,,,
1999,Honda,NT650 Deauville   ,NT650,2,gamieri,20.6,41.2,,,,
1999,Honda,NT650 Deauville   ,NT650,1,EssexAndy,28.1,28.1,,,,
1999,Honda,NT650 Deauville   ,NT650,1,Mansie,19.9,19.9,,,,
1998,Honda,NT650 Deauville   ,NT650,47,dirtyshirt,19.3,907.1,,,,
1998,Honda,NT650 Deauville   ,NT650,10,santacruz,17.7,177,,,,
1998,Honda,NT650 Deauville   ,NT650,1,stevedavis,17,17,,,,
1998,Honda,NT650 Deauville   ,NT650,6,Nighthawk,21.5,129,,,,
1998,Honda,NT650 Deauville   ,NT650,17,dgahlawat,17.1,290.7,,,,
1998,Honda,NT650 Deauville   ,NT650,27,mickcops,19.5,526.5,,,,
1998,Honda,NT650 Deauville   ,NT650,8,stuart813,18.7,149.6,,,,
1998,Honda,NT650 Deauville   ,NT650,21,proinnsias,17.6,369.6,,,,
1998,Honda,NT650 Deauville   ,NT650,6,dougiemcd,21.8,130.8,,,,
1998,Honda,NT650 Deauville   ,NT650,3,Deauvilleuk,18.7,56.1,,,,
2011,Honda,NT700V Deauville   ,NT700V,62,Mulski,22.2,1376.4,,,,
2010,Honda,NT700V Deauville   ,NT700V,131,JQL,19.7,2580.7,,,,
2010,Honda,NT700V Deauville   ,NT700V,93,karlsbike,23.7,2204.1,,,,
2010,Honda,NT700V Deauville   ,NT700V,68,tpthatsme,19,1292,,,,
2010,Honda,NT700V Deauville   ,NT700V,94,CindiK,23.5,2209,,,,
2010,Honda,NT700V Deauville   ,NT700V,2,jhog,27.7,55.4,,,,
2010,Honda,NT700V Deauville   ,NT700V,107,elizilla,21.7,2321.9,,,,
2010,Honda,NT700V Deauville   ,NT700V,44,stibbs,19.6,862.4,,,,
2010,Honda,NT700V Deauville   ,NT700V,32,clemmel,21.1,675.2,,,,
2010,Honda,NT700V Deauville   ,NT700V,18,Mattb4rd,20.9,376.2,,,,
2010,Honda,NT700V Deauville   ,NT700V,13,Tromper,19.4,252.2,,,,
2010,Honda,NT700V Deauville   ,NT700V,71,Andy949494,20.6,1462.6,,,,
2010,Honda,NT700V Deauville   ,NT700V,25,bish79,21,525,,,,
2010,Honda,NT700V Deauville   ,NT700V,1,SCDAUB,25.3,25.3,,,,
2010,Honda,NT700V Deauville   ,NT700V,18,ingabo,20.9,376.2,,,,
2010,Honda,NT700V Deauville   ,NT700V,17,wiljohnson,17.2,292.4,,,,
2010,Honda,NT700V Deauville   ,NT700V,6,paulmsullivan,21.1,126.6,,,,
2010,Honda,NT700V Deauville   ,NT700V,50,artemedes,21.2,1060,,,,
2010,Honda,NT700V Deauville   ,NT700V,6,Polykromic.,18.5,111,,,,
2010,Honda,NT700V Deauville   ,NT700V,9,schwartzki,19.4,174.6,,,,
2010,Honda,NT700V Deauville   ,NT700V,6,ScottyGS,23.9,143.4,,,,
2010,Honda,NT700V Deauville   ,NT700V,3,ColinB,23.8,71.4,,,,
2009,Honda,NT700V Deauville   ,NT700V,44,LincolnshirePoacher,19.8,871.2,,,,
2009,Honda,NT700V Deauville   ,NT700V,23,fairynuff31,17,391,,,,
2009,Honda,NT700V Deauville   ,NT700V,149,Sundevil,20,2980,,,,
2009,Honda,NT700V Deauville   ,NT700V,2,MetalRat,24.8,49.6,,,,
2009,Honda,NT700V Deauville   ,NT700V,1,kipper1638,11.4,11.4,,,,
2009,Honda,NT700V Deauville   ,NT700V,55,richardkhill,18.6,1023,,,,
2009,Honda,NT700V Deauville   ,NT700V,4,r1jordan,21.2,84.8,,,,
2008,Honda,NT700V Deauville   ,NT700V,24,carlosthejackal,17.9,429.6,,,,
2008,Honda,NT700V Deauville   ,NT700V,2,boss57uk,26.2,52.4,,,,
2008,Honda,NT700V Deauville   ,NT700V,5,oisind,23.9,119.5,,,,
2008,Honda,NT700V Deauville   ,NT700V,62,pauldv.,17.2,1066.4,,,,
2007,Honda,NT700V Deauville   ,NT700V,6,WheekerPig,20.2,121.2,,,,
2007,Honda,NT700V Deauville   ,NT700V,25,SimonBill,20.6,515,,,,
2007,Honda,NT700V Deauville   ,NT700V,19,rhj999,20,380,,,,
2007,Honda,NT700V Deauville   ,NT700V,26,650Ginge,19.6,509.6,,,,
2007,Honda,NT700V Deauville   ,NT700V,77,NeXTer,21.8,1678.6,,,,
2007,Honda,NT700V Deauville   ,NT700V,2,johngof,20.5,41,,,,
2006,Honda,NT700V Deauville   ,NT700V,33,Jock,20.9,689.7,,,,
2006,Honda,NT700V Deauville   ,NT700V,50,zimmer,19.6,980,,,,
2006,Honda,NT700V Deauville   ,NT700V,50,Fungus1971,21.5,1075,,,,
2006,Honda,NT700V Deauville   ,NT700V,6,kjd1559,17.6,105.6,,,,
2006,Honda,NT700V Deauville   ,NT700V,26,Colm,17.8,462.8,,,,
2006,Honda,NT700V Deauville   ,NT700V,21,TopheDk,17.3,363.3,,,,
2006,Honda,NT700V Deauville   ,NT700V,10,bassonfamily,20.7,207,,,,
2006,Honda,NT700V Deauville   ,NT700V,1,jadorff,18.1,18.1,,,,
2006,Honda,NT700V Deauville   ,NT700V,3,PhilDeauville,19.8,59.4,,,,
2006,Honda,NT700V Deauville   ,NT700V,2,GSV680,18.4,36.8,,,,
2006,Honda,NT700V Deauville   ,NT700V,18,dutchdave,19.5,351,,,,
2006,Honda,NT700V Deauville   ,NT700V,180,bear66,22.5,4050,,,,
2006,Honda,NT700V Deauville   ,NT700V,9,ukscriptwriter,20.8,187.2,,,,
2006,Honda,NT700V Deauville   ,NT700V,11,jonnysemtex,19.1,210.1,,,,
2011,Honda,NT700VA    ,NT700VA,111,veloman,22.5,2497.5,,,,
2011,Honda,NT700VA    ,NT700VA,14,exwinger,20.8,291.2,,,,
2011,Honda,NT700VA    ,NT700VA,29,vintagebob,23,667,,,,
2011,Honda,NT700VA    ,NT700VA,5,Dragonlord,16.8,84,,,,
2010,Honda,NT700VA    ,NT700VA,233,ptarman,19.7,4590.1,,,,
2010,Honda,NT700VA    ,NT700VA,4,1fastbob,21.1,84.4,,,,
2010,Honda,NT700VA    ,NT700VA,36,SUSSEXBIKER,19,684,,,,
2010,Honda,NT700VA    ,NT700VA,13,picasso194,20.9,271.7,,,,
2010,Honda,NT700VA    ,NT700VA,14,Artra,24.6,344.4,,,,
2010,Honda,NT700VA    ,NT700VA,13,taldric,20,260,,,,
2009,Honda,NT700VA    ,NT700VA,95,Redrider251,20.5,1947.5,,,,
2009,Honda,NT700VA    ,NT700VA,7,axamax,17.5,122.5,,,,
2008,Honda,NT700VA    ,NT700VA,2,LordElpus,17.5,35,,,,
2008,Honda,NT700VA    ,NT700VA,36,Nuckles,16,576,,,,
2008,Honda,NT700VA    ,NT700VA,25,adamholder,17.3,432.5,,,,
2007,Honda,NT700VA    ,NT700VA,68,mortimm,19.8,1346.4,,,,
2007,Honda,NT700VA    ,NT700VA,4,mrdiver,21.1,84.4,,,,
2007,Honda,NT700VA    ,NT700VA,23,McFly1,20.5,471.5,,,,
2007,Honda,NT700VA    ,NT700VA,3,chrisnicholls,15.4,46.2,,,,
2006,Honda,NT700VA    ,NT700VA,24,Tinwolf,19.6,470.4,,,,
2006,Honda,NT700VA    ,NT700VA,1,ady,18.4,18.4,,,,
2006,Honda,NT700VA    ,NT700VA,2,ady,24.1,48.2,,,,
2002,Honda,NTV 650   ,NTV,40,Masclatpete,20.8,832,650,,,
2001,Honda,NTV 650   ,NTV,2,Shaunthedwarf,22.3,44.6,650,,,
1997,Honda,NTV 650   ,NTV,21,RalliJari,19,399,650,,,
1996,Honda,NTV 650   ,NTV,3,ssray,28.4,85.2,650,,,
1994,Honda,NTV 650   ,NTV,1,pintobee,22.3,22.3,650,,,
1993,Honda,NTV 650   ,NTV,16,wacky,17.6,281.6,650,,,
1993,Honda,NTV 650   ,NTV,3,smoelwerkje,19.9,59.7,650,,,
1990,Honda,NTV 650   ,NTV,59,quicknotfast,20.4,1203.6,650,,,
1989,Honda,NTV600-K    ,NTV600-K,8,gothitjulie,20.7,165.6,,,,
1997,Honda,NX 350 Sahara  ,NX,22,knightstalker,21.1,464.2,350,,,
1993,Honda,NX 350 Sahara  ,NX,17,knightstalker,18.7,317.9,350,,,
